x,y,bgs_statistic_type_trans,bgs_commodity_trans,data_precision_description,concat_figure_notes_text,year,country_trans,bgs_sub_commodity_trans,sdmx_code,country_iso2_code,erml_group,sdmx_translation,country_iso3_code,erml_commodity,units,pole_of_inaccessibility_longitude,erml_sub_commodity,concat_table_notes_code,pole_of_inaccessibility_latitude,cgi_commodity_url,yearbook_table_id,quantity,concat_table_notes_text,yearbook_table_trans,bgs_commodity_code,quantity_in_book_style,concat_figure_notes_code
121.417908,17.522436,Production,manganese ore,,,1972-01-01 00:00:00,Philippines,,A,PH,Manganese,Normal value,PHL,Manganese ore (gross weight),tonnes (metric),121.417908,Ores and concentrates (gross weight),,17.522436,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,2411,,Production of manganese ore,898,2411,
23.840187999999998,42.733269,Production,manganese ore,,,1972-01-01 00:00:00,Bulgaria,,A,BG,Manganese,Normal value,BGR,Manganese ore (gross weight),tonnes (metric),23.840188,Ores and concentrates (gross weight),,42.733269,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,30000,,Production of manganese ore,898,30000,
100.982474,15.485660999999999,Production,manganese ore,,,1972-01-01 00:00:00,Thailand,,A,TH,Manganese,Normal value,THA,Manganese ore (gross weight),tonnes (metric),100.982474,Ores and concentrates (gross weight),,15.485661,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,19852,,Production of manganese ore,898,19852,
-64.247496,-31.841561,Production,manganese ore,,,1972-01-01 00:00:00,Argentina,,A,AR,Manganese,Normal value,ARG,Manganese ore (gross weight),tonnes (metric),-64.247496,Ores and concentrates (gross weight),,-31.841561,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,14289,,Production of manganese ore,898,14289,
17.830424,-11.936504999999999,Production,manganese ore,,,1972-01-01 00:00:00,Angola,,A,AO,Manganese,Normal value,AGO,Manganese ore (gross weight),tonnes (metric),17.830424,Ores and concentrates (gross weight),,-11.936505,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,24200,,Production of manganese ore,898,24200,
-6.587161,31.846552,Production,manganese ore,,,1972-01-01 00:00:00,Morocco,,A,MA,Manganese,Normal value,MAR,Manganese ore (gross weight),tonnes (metric),-6.587161,Ores and concentrates (gross weight),,31.846552,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,96067,,Production of manganese ore,898,96067,
-1.03727,6.962365999999999,Production,manganese ore,,,1972-01-01 00:00:00,Ghana,,A,GH,Manganese,Normal value,GHA,Manganese ore (gross weight),tonnes (metric),-1.037270,Ores and concentrates (gross weight),,6.962366,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,508838,,Production of manganese ore,898,508838,
33.526313,39.351717,Production,manganese ore,,,1972-01-01 00:00:00,Turkey,,A,TR,Manganese,Normal value,TUR,Manganese ore (gross weight),tonnes (metric),33.526313,Ores and concentrates (gross weight),,39.351717,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,15100,,Production of manganese ore,898,15100,
28.915516,26.221542,Production,manganese ore,,,1972-01-01 00:00:00,Egypt,,A,EG,Manganese,Normal value,EGY,Manganese ore (gross weight),tonnes (metric),28.915516,Ores and concentrates (gross weight),,26.221542,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,2409,,Production of manganese ore,898,2409,
10.612941,45.366552,Production,manganese ore,,,1972-01-01 00:00:00,Italy,,A,IT,Manganese,Normal value,ITA,Manganese ore (gross weight),tonnes (metric),10.612941,Ores and concentrates (gross weight),,45.366552,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,25637,,Production of manganese ore,898,25637,
