x,y,country_iso3_code,erml_group,sdmx_translation,pole_of_inaccessibility_longitude,erml_commodity,units,year,pole_of_inaccessibility_latitude,erml_sub_commodity,concat_table_notes_code,yearbook_table_id,cgi_commodity_url,quantity,yearbook_table_trans,bgs_commodity_code,concat_table_notes_text,bgs_statistic_type_trans,bgs_commodity_trans,quantity_in_book_style,concat_figure_notes_code,country_trans,bgs_sub_commodity_trans,data_precision_description,concat_figure_notes_text,country_iso2_code,sdmx_code
132.72135600000001,-23.137734,AUS,,Normal value,132.721356,,tonnes (metric),1981-01-01 00:00:00,-23.137734,,,119,,13282,Production of rare earth minerals,926,,Production,rare earth minerals,13282,,Australia,Monazite,,,AU,A
79.282538,22.642556,IND,,Normal value,79.282538,,tonnes (metric),1982-01-01 00:00:00,22.642556,,,119,,4000,Production of rare earth minerals,926,,Production,rare earth minerals,4000,*|b,India,Monazite,,Estimates.|Years ended 31 March following that stated.,IN,A
23.625456999999997,-2.883451,ZAR,,Normal value,23.625457,,tonnes (metric),1982-01-01 00:00:00,-2.883451,,,119,,32,Production of rare earth minerals,926,,Production,rare earth minerals,32,,Zaire,Monazite,,,ZR,A
46.863413,-18.771091,MDG,,Normal value,46.863413,,tonnes (metric),1982-01-01 00:00:00,-18.771091,,,119,,23,Production of rare earth minerals,925,,Production,rare earth minerals,23,*,Madagascar,Bastnaesite,,Estimates.,MG,A
132.72135600000001,-23.137734,AUS,,Normal value,132.721356,,tonnes (metric),1982-01-01 00:00:00,-23.137734,,,119,,9562,Production of rare earth minerals,926,,Production,rare earth minerals,9562,,Australia,Monazite,,,AU,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),1982-01-01 00:00:00,39.139831,,,119,,400,Production of rare earth minerals,926,,Production,rare earth minerals,400,*|a|e,USA,Monazite,,Estimates.|REO content. Assumed to be 60% of concentrates produced.|Nominal capacity.,US,A
132.72135600000001,-23.137734,AUS,,Normal value,132.721356,,tonnes (metric),1982-01-01 00:00:00,-23.137734,,,119,,46,Production of rare earth minerals,927,,Production,rare earth minerals,46,,Australia,Xenotime,,,AU,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),1982-01-01 00:00:00,39.139831,,,119,,17501,Production of rare earth minerals,925,,Production,rare earth minerals,17501,a,USA,Bastnaesite,,REO content. Assumed to be 60% of concentrates produced.,US,A
109.537431,32.216659,CHN,,Normal value,109.537431,,tonnes (metric),1982-01-01 00:00:00,32.216659,,,119,,6000,Production of rare earth minerals,924,,Production,rare earth minerals,6000,*|a,China,,,Estimates.|REO content. Assumed to be 60% of concentrates produced.,CN,A
102.186548,4.029745,MYS,,Normal value,102.186548,,tonnes (metric),1982-01-01 00:00:00,4.029745,,,119,,582,Production of rare earth minerals,926,,Production,rare earth minerals,582,f,Malaysia,Monazite,,Exports.,MY,A
102.186548,4.029745,MYS,,Normal value,102.186548,,tonnes (metric),1982-01-01 00:00:00,4.029745,,,119,,76,Production of rare earth minerals,927,,Production,rare earth minerals,76,f,Malaysia,Xenotime,,Exports.,MY,A
-49.028009999999995,-12.408957,BRA,,Normal value,-49.028010,,tonnes (metric),1982-01-01 00:00:00,-12.408957,,,119,,1814,Production of rare earth minerals,926,,Production,rare earth minerals,1814,,Brazil,Monazite,,,BR,A
100.982474,15.485660999999999,THA,,Normal value,100.982474,,tonnes (metric),1982-01-01 00:00:00,15.485661,,,119,,46,Production of rare earth minerals,927,,Production,rare earth minerals,46,,Thailand,Xenotime,,,TH,A
