x,y,country_iso3_code,erml_group,sdmx_translation,pole_of_inaccessibility_longitude,erml_commodity,units,year,pole_of_inaccessibility_latitude,erml_sub_commodity,concat_table_notes_code,yearbook_table_id,cgi_commodity_url,quantity,yearbook_table_trans,bgs_commodity_code,concat_table_notes_text,bgs_statistic_type_trans,bgs_commodity_trans,quantity_in_book_style,concat_figure_notes_code,country_trans,bgs_sub_commodity_trans,data_precision_description,concat_figure_notes_text,country_iso2_code,sdmx_code
-64.247496,-31.841561,ARG,,Normal value,-64.247496,,tonnes (metric),2020-01-01 00:00:00,-31.841561,,1,84,,927,Production of lithium minerals,20310,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,927,,Argentina,Lithium minerals (Chloride -Li content),,,AR,A
2.452177,46.620563,FRA,,Normal Value,2.452177,,tonnes (metric),2020-01-01 00:00:00,46.620563,,1,84,,0,Production of lithium minerals,20278,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,-----,,France,Lithium minerals (hydroxide),Nil (nothing produced),,FR,A
16.971256999999998,-20.703654,NAM,,Normal Value,16.971257,,tonnes (metric),2020-01-01 00:00:00,-20.703654,,1,84,,0,Production of lithium minerals,20312,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,-----,,Namibia,Lepidolite (Li content),Nil (nothing produced),,NA,A
109.537431,32.216659,CHN,,Normal value,109.537431,,tonnes (metric),2020-01-01 00:00:00,32.216659,,1,84,,13273,Production of lithium minerals,20300,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,13273,,China,Lithium minerals (Li content),,,CN,A
-64.247496,-31.841561,ARG,,Normal value,-64.247496,,tonnes (metric),2020-01-01 00:00:00,-31.841561,,1,84,,5047,Production of lithium minerals,20309,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,5047,,Argentina,Lithium minerals (Carbonate -Li content),,,AR,A
2.452177,46.620563,FRA,,Normal Value,2.452177,,tonnes (metric),2020-01-01 00:00:00,46.620563,,1,84,,0,Production of lithium minerals,20300,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,-----,,France,Lithium minerals (Li content),Nil (nothing produced),,FR,A
-64.247496,-31.841561,ARG,,Normal value,-64.247496,,tonnes (metric),2020-01-01 00:00:00,-31.841561,,1,84,,5685,Production of lithium minerals,1998,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,5685,,Argentina,Chloride,,,AR,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),2020-01-01 00:00:00,39.139831,,1,84,,4000,Production of lithium minerals,20300,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,4000,*|c,USA,Lithium minerals (Li content),,Estimates.|Carbonate.,US,A
-119.677633,59.205383999999995,CAN,Lithium,Normal Value,-119.677633,Lithium minerals,tonnes (metric),2020-01-01 00:00:00,59.205384,Spodumene,1,84,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,0,Production of lithium minerals,896,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,-----,*,Canada,Spodumene,Nil (nothing produced),Estimates.,CA,A
-69.73191899999999,-26.162882999999997,CHL,,Normal value,-69.731919,,tonnes (metric),2020-01-01 00:00:00,-26.162883,,1,84,,9030,Production of lithium minerals,20278,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,9030,,Chile,Lithium minerals (hydroxide),,,CL,A
